"","Name","geom","FID_Historic_Site","Document","HoCo.ID","Address","Tax.Map","Block","Parcel","Lot","Building.Name","Common.Name","Location","Survey.Year","Comments","FID_District"
"329","Holzweig's House #1","POINT (1368855.0599999998 583359.4049999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_564a","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-361.pdf"" TARGET=""NEW"">Click Here </a>",361,"8365 Main St",25,7,21,0,"Holzweig's House #1","Brown-Ellicott House","Ellicott City","1982","",NA
"330","Elkridge Furnace","POINT (1396493.22 563452.9199999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_564b","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-367.pdf"" TARGET=""NEW"">Click Here </a>",367,"5741 Furnace Ave",38,5,615,0,"Elkridge Furnace Complex","Walker's Inheritance","Elkridge","1988","1991 Decorator Show House - Elkridge Furnace Inn",NA
"331","Boyle's Tavern","POINT (1394650.0799999998 564445.5599999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_564c","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-368.pdf"" TARGET=""NEW"">Click Here </a>",368,"5760 Main St",38,4,593,0,"O'Malley Home","Boyle's Tavern","Elkridge","1976","",NA
"332","Pocock's Store","POINT (1395006.51 564629.0549999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_564d","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-369.pdf"" TARGET=""NEW"">Click Here </a>",369,"5721 Main St",38,4,324,0,"Pocock's Store #1","Hammond","Elkridge","2003","",NA
"333","Pocock's Store II","POINT (1394939.49 564569.6549999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_564e","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-370.pdf"" TARGET=""NEW"">Click Here </a>",370,"5725 Main St",38,4,330,0,"Pocock's Store #2","","Elkridge","1976","",NA
"334","Kyne's Store","POINT (1394611.74 564420.69)","Historic_Sites_View.fid--710a7ce6_150a05f0815_564f","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-371.pdf"" TARGET=""NEW"">Click Here </a>",371,"5762 Main St",38,4,697,0,"Kyne's Store","","Elkridge","2003","",NA
"335","Armagh","POINT (1390473.0299999998 565456.0499999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5650","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-378.pdf"" TARGET=""NEW"">Click Here </a>",378,"6204 Lawyers Hill Rd",32,20,11,0,"Armagh (The Robert Dobbin House)","","Elkridge","1977","1988 Decorator Show House; Lawyers Hill N.R. and local Historic District.",NA
"336","","POINT (1392693.0899999999 565958.5499999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5651","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-379.pdf"" TARGET=""NEW"">Click Here </a>",379,"6005 Old  Lawyers Hill RD",32,21,116,2,"Badart Gardens and Barn","Latrobe Estate","Elkridge","UNK","Potential Lawyers Hill Historic District - Elkridge",NA
"337","Misses' Dobbins House","POINT (1391573.7 565745.49)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5652","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-380.pdf"" TARGET=""NEW"">Click Here </a>",380,"6078 Lawyers Hill Rd",32,21,55,0,"The Misses' Dobbins House","The Thomas Dobbins House/The Dougherty House","Elkridge","1977","",NA
"338","Elk Ridge Assembly Rooms","POINT (1391255.88 565401.9149999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5653","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-381.pdf"" TARGET=""NEW"">Click Here </a>",381,"6090 Lawyers Hill Rd",32,21,38,0,"The Elk Ridge Assembly Rooms","Lawyers Hill Assembly Rooms","Elkridge","1977","",NA
"339","Grace Episcopal Church","POINT (1394391.96 563589.2699999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5654","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-382.pdf"" TARGET=""NEW"">Click Here </a>",382,"5731 Elkridge Heights Rd",38,4,592,0,"Grace Episcopal Church (and Cemetery)","","Elkridge","UNK","",NA
"340","Melville Chapel","POINT (1395368.5499999998 563937.24)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5655","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-383.pdf"" TARGET=""NEW"">Click Here </a>",383,"5660 Furnace Ave",38,4,433,0,"Melville Methodist Episcopal Chapel (and Cemetery)","Melville United Methodist Episcopal Church","Elkridge","UNK","",NA
"341","Grimes Colored Church","POINT (1388429.19 562416.2699999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5656","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-384.pdf"" TARGET=""NEW"">Click Here </a>",384,"7134 Montgomery Rd",38,2,768,0,"Gaines A. M. E. Church","Grimes Colored Church","Elkridge","1979","",NA
"342","Boyle House","POINT (1395108.66 564715.695)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5657","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-385.pdf"" TARGET=""NEW"">Click Here </a>",385,"5695 Main St",38,4,101,0,"Boyle House","","Elkridge","1979","",NA
"343","Rokeby","POINT (1389184.74 566679.315)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5658","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-386.pdf"" TARGET=""NEW"">Click Here </a>",386,"6393 Rockburn Hill Rd",32,20,61,0,"Rokeby","","Elkridge","1977","",NA
"344","Hockley in the Hole","POINT (1392669.96 567031.4099999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5659","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-387.pdf"" TARGET=""NEW"">Click Here </a>",387,"5925 River Rd",32,21,44,0,"Hockley","","Elkridge","2007","",NA
"345","Cross Winds","POINT (1389669.45 562019.445)","Historic_Sites_View.fid--710a7ce6_150a05f0815_565a","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-388.pdf"" TARGET=""NEW"">Click Here </a>",388,"7255 Montgomery Rd",38,2,30,0,"Cross Winds","","Elkridge","1977","Burned down December 2003.",NA
"346","Edward Stead House","POINT (1390200.5699999998 564515.46)","Historic_Sites_View.fid--710a7ce6_150a05f0815_565b","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-389.pdf"" TARGET=""NEW"">Click Here </a>",389,"6235  Lawyers Hill Rd",38,2,23,0,"Edward Stead House","The Gables; West View","Elkridge","1977","Not located; Gables at Lawyers Hill Lot 9; N.R./local Historic District. JH",NA
"347","Talbott's Last Shift","POINT (1378196.88 568140.4199999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_565c","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-390.pdf"" TARGET=""NEW"">Click Here </a>",390,"",31,16,641,0,"Talbotts Last Shift","","Ellicott City","1977","Demo permit approved but house retained and renovated beyond recognition",NA
"348","Olney","POINT (1383492.5699999998 571795.965)","Historic_Sites_View.fid--710a7ce6_150a05f0815_565d","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-391.pdf"" TARGET=""NEW"">Click Here </a>",391,"6781 Norris Ln",31,12,142,0,"Olney","","Elkridge","1979","",NA
"349","Mt Clement","POINT (1378582.17 576958.575)","Historic_Sites_View.fid--710a7ce6_150a05f0815_565e","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-392.pdf"" TARGET=""NEW"">Click Here </a>",392,"4446 Bonnie Branch Rd",25,23,86,0,"St. Mary's College and Chapel","Mount Clement","Ilchester","1979","Demo permit 1/27/2006 for wall, building burned, JG addendum 10/1/04 for ruins",NA
"350","Morning Choice","POINT (1383917.88 566116.7849999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_565f","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-393.pdf"" TARGET=""NEW"">Click Here </a>",393,"6560 Belmont Woods Rd",31,24,244,0,"Morning Choice","","Elkridge","1979","",NA
"351","White Hall","POINT (1358663.3699999999 579673.9349999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5660","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-394.pdf"" TARGET=""NEW"">Click Here </a>",394,"4130 Chatham Rd",24,22,297,0,"White Hall","","Ellicott City","1976","1998 Decorator Show House",NA
"352","Dr Taylor's House","POINT (1367519.16 582231.21)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5661","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-395.pdf"" TARGET=""NEW"">Click Here </a>",395,"3876 Old Columbia Pike",25,13,237,0,"St. Clement's Episcopal Boy's School","Dr. Taylor's House","Ellicott City","1978","",NA
"353","Woodley","POINT (1362245.94 581292.0449999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5662","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-396.pdf"" TARGET=""NEW"">Click Here </a>",396,"3925 St Johns Ln",24,17,990,0,"Woodley and Woodley Smoke House","","Ellicott City","1979","",NA
"354","St John's Cemetery Lodge","POINT (1361374.95 585801.51)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5663","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-397.pdf"" TARGET=""NEW"">Click Here </a>",397,"St Johns Ln",24,5,759,0,"Rebecca's Lot","St. John's Cemetery Lodge","Ellicott City","1977","Not located; Field check should be Parcel 759, 3480 St. John's Lane?",NA
"355","Bon Air Manor","POINT (1368429.3599999999 576062.385)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5664","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-398.pdf"" TARGET=""NEW"">Click Here </a>",398,"4445 Stone Crest Dr",31,1,2,27,"Bon Air","Stonecrest","Ellicott City","2002","Should be Parcel 805?",NA
"356","Bon Air Manor Gatehouse","POINT (1369207.7999999998 577398.945)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5665","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-399.pdf"" TARGET=""NEW"">Click Here </a>",399,"4336 New Cut Rd",25,19,293,0,"Gate House at Bon Air Manor","","Ellicott City","1982","",NA
"357","Rebecca's Lot","POINT (1360612.6199999999 584266.245)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5666","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-400.pdf"" TARGET=""NEW"">Click Here </a>",400,"3621 MacAlpine Rd",24,11,1006,0,"MacAlpine","","Ellicott City","1977","1985 Decorator Show House",NA
"358","McKenzie's Discovery","POINT (1356145.77 596585.7)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5667","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-402.pdf"" TARGET=""NEW"">Click Here </a>",402,"2416 McKenzie Rd",17,9,172,1,"McKenzie's Discovery","","Ellicott City","1978","",NA
"359","Meyer-Manner House","POINT (1351826.88 576859.725)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5668","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-403.pdf"" TARGET=""NEW"">Click Here </a>",403,"10097 Century Dr",24,20,451,0,"Meyer-Manner House","The Manner House","Ellicott City","1978","",NA
"360","","POINT (1294692.1199999999 594945.69)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5669","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-620.pdf"" TARGET=""NEW"">Click Here </a>",620,"4075 Old Columbia Pike",14,7,181,0,"Warfield/Flaherty Property","","Daisy","1998","",NA
"361","Pleasant Fields","POINT (1365601.17 580548.4349999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_566a","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-405.pdf"" TARGET=""NEW"">Click Here </a>",405,"4007 Old Columbia Pike",24,18,337,0,"Pleasant Fields/Talbott's Last Shift","The Cook Residence","Ellicott City","1978","",NA
"362","Good Fellowship","POINT (1347327.3299999998 602601.6449999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_566b","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-190.pdf"" TARGET=""NEW"">Click Here </a>",190,"1795 Woodstock Rd",10,24,225,0,"Good Fellowship","The Carl R. Myers House","Woodstock","1977","",NA
"363","Invasion","POINT (1320568.89 596555.73)","Historic_Sites_View.fid--710a7ce6_150a05f0815_566c","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-407.pdf"" TARGET=""NEW"">Click Here </a>",407,"13155 Rt 144",15,9,8,0,"Invasion","Dawn Acres","West Friendship","1977","",NA
"364","Sapling House","POINT (1306889.94 576517.26)","Historic_Sites_View.fid--710a7ce6_150a05f0815_566d","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-408.pdf"" TARGET=""NEW"">Click Here </a>",408,"14831 Triadelphia Rd",27,5,93,0,"Sapling Range","","Glenelg","1979","",NA
"365","Shipley's Search","POINT (1320759.21 607190.355)","Historic_Sites_View.fid--710a7ce6_150a05f0815_566e","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-409.pdf"" TARGET=""NEW"">Click Here </a>",409,"1465 Underwood Rd",9,9,130,0,"Shipley's Search","Indian Caves","Sykesville","1979","",NA
"366","Ivy Hill","POINT (1343125.1099999999 608686.695)","Historic_Sites_View.fid--710a7ce6_150a05f0815_566f","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-410.pdf"" TARGET=""NEW"">Click Here </a>",410,"1201 Driver Road",10,11,12,0,"Ivy Hill","","Marriottsville","1977","",NA
"367","Woodlawn Farms Slave Qrtr","POINT (1361742.72 570884.1749999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5670","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-411.pdf"" TARGET=""NEW"">Click Here </a>",411,"9258 Old Annapolis Rd",30,11,346,0,"Woodlawn Slave Quarters","","Columbia","2006","Nearly ruins. MDAT lists address as BENDIX ROAD",NA
"368","Grey Rock","POINT (1355242.26 584938.71)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5671","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-412.pdf"" TARGET=""NEW"">Click Here </a>",412,"3518 Angus Valley Trail",24,9,1178,306,"Gray Rock","","Ellicott City","1977","",NA
"369","Hickory","POINT (1287407.5499999998 593379.975)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5672","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-413.pdf"" TARGET=""NEW"">Click Here </a>",413,"3210 Florence Rd",13,16,285,0,"Hickory","","Woodbine","1979","Hickory Subdivision, Lot 1",NA
"370","Pindell's Store & House","POINT (1304288.0999999999 590795.6549999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5673","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-414.pdf"" TARGET=""NEW"">Click Here </a>",414,"2960 Route 97",14,22,132,0,"Pindell's Store and House","Mathews Post Office, Maryland Dependence","Glenwood","1979","MDAT lists address as ROUTE 97",NA
"371","Frog Range","POINT (1297776.48 606820.5599999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5674","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-417.pdf"" TARGET=""NEW"">Click Here </a>",417,"15420 Frederick Rd",8,8,133,4,"Frog Range","","Lisbon","1979","MDAT lists address as FREDERICK ROAD",NA
"372","Appandale","POINT (1284354.1199999999 588226.3949999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5675","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-418.pdf"" TARGET=""NEW"">Click Here </a>",418,"3274 Jones Rd",20,3,37,0,"Annandale","","Woodbine","1979","",NA
"373","Holly House Farm","POINT (1329578.3699999999 539978.625)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5676","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-419.pdf"" TARGET=""NEW"">Click Here </a>",419,"8105 Holly Manor Way",45,6,24,0,"Holly House Farm","","Fulton","2007","Surveyed by CBT 1979",NA
"374","Landing Rd Cider Mill","POINT (1378875.51 570169.6649999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5677","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-420.pdf"" TARGET=""NEW"">Click Here </a>",420,"5012 Landing Rd",31,10,243,0,"Landing Road Cider Mill","","Elkridge","1979","To be demolished. Surveyed by ARM 2002",NA
"375","Stone House at bon Air Ma","POINT (1368976.5899999999 577045.125)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5678","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-900.pdf"" TARGET=""NEW"">Click Here </a>",900,"4394 New Cut Rd",25,19,69,0,"Stone House at Bon Air Manor","Benson's Park; Boyce's Trouble","Ellicott City","2007","",NA
"376","Avoca","POINT (1368233.0399999998 572389.335)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5679","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-422.pdf"" TARGET=""NEW"">Click Here </a>",422,"4824 Montgomery Rd",31,7,440,0,"Chews Resolution Manor","Avoca","Ellicott City","1977","",NA
"377","Brick House Farm","POINT (1329931.89 573340.14)","Historic_Sites_View.fid--710a7ce6_150a05f0815_567a","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-423.pdf"" TARGET=""NEW"">Click Here </a>",423,"4649 Sheppard Ln",28,12,51,0,"Brick House Farm","","Ellicott City","1979","",NA
"378","Grimmet's Chance","POINT (1340686.92 549963.63)","Historic_Sites_View.fid--710a7ce6_150a05f0815_567b","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-424.pdf"" TARGET=""NEW"">Click Here </a>",424,"7000 Sanner Rd",41,4,348,0,"Grimmet's Chance","","Clarksville","1979","",NA
"379","Windy Acres","POINT (1335601.5899999999 546975.63)","Historic_Sites_View.fid--710a7ce6_150a05f0815_567c","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-425.pdf"" TARGET=""NEW"">Click Here </a>",425,"7389 Pindell School Rd",41,8,302,0,"Windy Acres","","Fulton","1979","Not located",NA
"380","Springdale Farms","POINT (1316463.18 557799.1499999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_567d","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-426.pdf"" TARGET=""NEW"">Click Here </a>",426,"13705 Brighton Dam Rd",34,14,423,0,"Springdale Farm","","Clarksville","1979","Not located",NA
"381","Trinity Chapel","POINT (1369818.45 560460.9149999999)","Historic_Sites_View.fid--710a7ce6_150a05f0815_567e","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,"6010 Pfeiffer Pl",37,8,560,0,"Trinity Chapel Sunday School Building","","Pfeiffer's Corner","1979","Should address be 6010 Waterloo Road (MD 108)?",NA
"382","Trinity Church Rectory","POINT (1377409.8599999999 551608.59)","Historic_Sites_View.fid--710a7ce6_150a05f0815_567f","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-429.pdf"" TARGET=""NEW"">Click Here </a>",429,"7474 Washington Blvd",43,4,592,0,"Trinity Church Rectory","","Elkridge","1977","MDAT lists address as WASHINGTON BLVD.",NA
"383","","POINT (1379924.49 559164.255)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5680","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-093.pdf"" TARGET=""NEW"">Click Here </a>",93,"Marshalee Dr",37,11,687,0,"Lyndwood; Markham","Marshallee","Elkridge","1976","No Longer exists",NA
"384","Felicity","POINT (1355686.71 566231.58)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5681","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-430.pdf"" TARGET=""NEW"">Click Here </a>",430,"5471 Old Columbia Rd",30,21,199,0,"Felicity","","Columbia","1977","Barn poor condition",NA
"385","Guilford Methodist Church","POINT (1359060.2999999998 545763.345)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5682","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-432.pdf"" TARGET=""NEW"">Click Here </a>",432,"9405 Guilford Rd",42,16,329,0,"Alberta G. Gary Memorial M. E. Church","Guilford Methodist Church","Guilford","1978","",NA
"386","Hammond and Gist","POINT (1317128.13 550246.74)","Historic_Sites_View.fid--710a7ce6_150a05f0815_5683","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-434.pdf"" TARGET=""NEW"">Click Here </a>",434,"6927 Mink Hollow Rd",40,2,307,0,"Hammond and Gist","Cissel House/Sandstone Farm","Highland","1977","Fenestration altered",NA
